Title,Year,Rated,Day_Released,Month_Released,Runtime,Genre,Director,Actors,Plot,Language,Country,Awards,Poster,RottenTomatoes,Metascore,imdbRating,imdbVotes,imdbID,Production,
El Topo,1970,Not Rated,15,Apr,125,"Drama,Western",Alejandro Jodorowsky,"Alejandro Jodorowsky, Brontis Jodorowsky, José Legarreta, Alfonso Arau",A mysterious black-clad gunfighter wanders a mystical Western landscape encountering multiple bizarre characters.,Spanish,Mexico,4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNmUzMWQzMTItYzZiOS00NmI1LWIzMTgtOWE4NzE1M2NhY2IxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.79,65,7.4,25187,tt0067866,Producciones Panicas,
Tristana,1970,PG-13,29,Mar,99,Drama,Luis Buñuel,"Catherine Deneuve, Fernando Rey, Franco Nero, Lola Gaos","Shortly after her mother's death, an innocent and youthful woman will find refuge into the household of her middle-aged aristocratic guardian, who will submit her to his sexual advances.",Spanish,"Spain,Italy,France",Nominated for 1 Oscar. Another 11 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMDU5ZWE3M2MtZTVhYS00Yjk2LWFkYjQtZDdkNzc1YmJmMGIxXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,0.97,93,7.5,10401,tt0066491,"Les films Corona, Talía Films, Selenia Cinematografica, Época Films S.A.",
Wanda,1970,GP,14,Jan,102,"Crime,Drama",Barbara Loden,"Barbara Loden, Michael Higgins, Dorothy Shupenes, Peter Shupenes","Wanda, a lonely housewife, drifts through mining country until she meets a petty thief who takes her in.",English,USA,2 wins.,https://m.media-amazon.com/images/M/MV5BNjA5NDk3NDEtNzEzNy00ZDUwLTlkNzktN2FlODM2YTU2M2ZkXkEyXkFqcGdeQXVyMTk2MzI2Ng@@._V1_SX300.jpg,0.92,N/A,7.1,3222,tt0067961,Foundation for Filmakers,
Woodstock,1970,R,26,Mar,184,"Documentary,History,Music",Michael Wadleigh,"Richie Havens, Joan Baez, The Who, Sha-Na-Na",Oscar-winning musical chronicle that brilliantly captures the three-day rock concert and celebration of peace and love that became a capstone for the Sixties.,English,USA,Won 1 Oscar. Another 1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZjBiMDMzYzktOGMzOC00NzczLWE3YmYtZTgwNGIwZDRkYTE4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1,95,8.2,15837,tt0066580,Warner Brothers,
Zabriskie Point,1970,R,1,Mar,113,Drama,Michelangelo Antonioni,"Mark Frechette, Daria Halprin, Paul Fix, G.D. Spradlin","At Zabriskie Point, United States' lowest point, two perfect strangers meet; an undergraduate dreamer and a young hippie student who start off an unrestrained romance, making love on the dusty terrain.",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNWRjNjhmYTItYzZkNC00ZTU3LWI4ZDMtYjQyYjE1Yjk3ZmQzXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_SX300.jpg,0.64,N/A,7,14213,tt0066601,Metro Goldwyn Mayer,
A Clockwork Orange,1971,R,2,Feb,136,"Crime,Drama,Sci-Fi",Stanley Kubrick,"Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke","In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",English,"UK,USA",Nominated for 4 Oscars. Another 11 wins & 20 nominations.,https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_SX300.jpg,0.88,77,8.3,745406,tt0066921,"Warner Brothers, Polaris Productions, Hawk Films",
Deep End,1970,R,18,Mar,88,"Comedy,Drama,Romance",Jerzy Skolimowski,"Jane Asher, John Moulder-Brown, Karl Michael Vogler, Christopher Sandford","15-year-old dropout Mike takes a job at Newford Baths, where inappropriate sexual behaviour abounds, and becomes obsessed with his coworker Susan.",English,"UK,WestGermany",N/A,https://m.media-amazon.com/images/M/MV5BMmU1Y2QwYjUtZWYwZC00MGQyLWE4OWUtYWMwMGQ2NzUxNjkxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,0.85,N/A,7.2,5199,tt0066122,N/A,
The Devils,1971,R,16,Jul,111,"Biography,Drama,History",Ken Russell,"Vanessa Redgrave, Oliver Reed, Dudley Sutton, Max Adrian","In 17th-century France, Father Urbain Grandier seeks to protect the city of Loudun from the corrupt establishment of Cardinal Richelieu. Hysteria occurs within the city when he is accused of witchcraft by a sexually repressed nun.","English,Latin",UK,4 wins.,https://m.media-amazon.com/images/M/MV5BNzA1NmM3NDktYzRkMi00NjZjLThiNjAtMWM2NjhiY2JlM2NmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.67,49,7.8,13404,tt0066993,"Warner Brothers, Russo Productions",
Dirty Harry,1971,R,23,Dec,102,"Action,Crime,Thriller",Don Siegel,"Clint Eastwood, Harry Guardino, Reni Santoni, John Vernon","When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.",English,USA,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMzdhMTM2YTItOWU2YS00MTM0LTgyNDYtMDM1OWM3NzkzNTM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.89,90,7.7,141633,tt0066999,"Malpaso Company, Warner Brothers",
The French Connection,1971,R,9,Oct,104,"Action,Crime,Drama,Thriller",William Friedkin,"Gene Hackman, Fernando Rey, Roy Scheider, Tony Lo Bianco",A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,"English,French",USA,Won 5 Oscars. Another 17 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BOTZhY2E3NmItMGIwNi00OTA2LThkYmEtODFiZTM0NGI0ZWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,0.98,94,7.7,108482,tt0067116,20th Century Fox,
Get Carter,1971,R,18,Mar,112,"Action,Crime,Thriller",Mike Hodges,"Michael Caine, Ian Hendry, Britt Ekland, John Osborne","When his brother dies under mysterious circumstances in a car accident, London gangster Jack Carter travels to Newcastle to investigate.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BY2JiOTJhODQtNjhlOS00MDUyLWI0YzktY2M0ODkyYWUwOTMyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,0.84,N/A,7.4,28248,tt0067128,Metro Goldwyn Mayer,
Harold and Maude,1971,PG,20,Dec,91,"Comedy,Drama,Romance",Hal Ashby,"Ruth Gordon, Bud Cort, Vivian Pickles, Cyril Cusack","Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",English,USA,Nominated for 2 Golden Globes. Another 2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BY2M5Mzg3NjctZTlkNy00MTU0LWFlYTQtY2E2Y2M4NjNiNzllXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,0.85,62,7.9,70026,tt0067185,Paramount Pictures,
The Hired Hand,1971,R,17,Jul,90,"Drama,Western",Peter Fonda,"Peter Fonda, Warren Oates, Verna Bloom, Robert Pratt",Harry returns home to his wife and farm after drifting with his friend Arch and has to make a difficult decision regarding his loyalties.,English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BNzY4ZGFmODctMDZiNy00OGZmLTg1YmItMjA1NWE3OGUxNGQzXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,0.81,N/A,7,2811,tt0067204,"Universal Pictures, Pando",
Klute,1971,R,25,Jun,114,"Crime,Mystery,Thriller",Alan J. Pakula,"Jane Fonda, Donald Sutherland, Charles Cioffi, Roy Scheider",A small-town detective searching for a missing man has only one lead: a connection with a New York prostitute.,English,USA,Won 1 Oscar. Another 8 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMmRiZDhhNTYtYzBkZi00ODNiLWIzMjUtZDdmMDFkMjQyZGRjXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,0.93,81,7.1,21768,tt0067309,Warner Brothers,
The Last Picture Show,1971,R,22,Oct,118,"Drama,Romance",Peter Bogdanovich,"Timothy Bottoms, Jeff Bridges, Cybill Shepherd, Ben Johnson","In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",English,USA,Won 2 Oscars. Another 17 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BNmVjNzZkZjQtYmM5ZC00M2I0LWJhNzktNDk3MGU1NWMxMjFjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1,93,8,41433,tt0067328,"BBS Productions, Columbia Pictures",
McCabe & Mrs. Miller,1971,R,8,Jul,120,"Drama,Western",Robert Altman,"Warren Beatty, Julie Christie, Rene Auberjonois, William Devane","A gambler and a prostitute become business partners in a remote Old West mining town, and their enterprise thrives until a large corporation arrives on the scene.","English,Cantonese",USA,Nominated for 1 Oscar. Another 1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMmMxMTk0MmMtY2I0YS00NjcwLTk2NjYtOWFlOTA0M2EzNjgxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.85,93,7.7,21738,tt0067411,Warner Brothers,
Murmur of the Heart,1971,R,17,Oct,118,"Comedy,Drama",Louis Malle,"Lea Massari, Benoît Ferreux, Daniel Gélin, Michael Lonsdale","As France is nearing the end of the first Indochina War, an open-minded teenage boy finds himself torn between a rebellious urge to discover love, and the ever-present, almost dominating affection of his beloved mother.","French,Italian","France,Italy,WestGermany",Nominated for 1 Oscar. Another 2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYTk4YjhmNGMtOTZkYi00MjNmLThmZGItMGYyNDljNTdhNDA1XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,0.94,N/A,7.7,8667,tt0067778,N/A,
Wake in Fright,1971,R,9,Oct,109,"Drama,Thriller",Ted Kotcheff,"Donald Pleasence, Gary Bond, Chips Rafferty, Sylvia Kay","After a bad gambling bet, a schoolteacher is marooned in a town full of crazy, drunk, violent men who threaten to make him just as crazy, drunk, and violent.",English,"UK,Australia,USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BZTUzNGJkMTUtMTQxYi00MjAzLWIzMWQtOTE5NzBlZmNhNmQ5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.96,85,7.7,10049,tt0067541,"NLT Productions, Group W Films",
Shaft,1971,R,2,Jul,100,"Action,Crime,Thriller",Gordon Parks,"Richard Roundtree, Moses Gunn, Charles Cioffi, Christopher St. John",Cool black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.,English,USA,Won 1 Oscar. Another 4 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMGY2MDFlMTAtODU3NS00MDkxLThiMTItMTBlMDliNmMwOGQxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,0.88,66,6.6,16648,tt0067741,"Metro Goldwyn Mayer, Shaft Productions Ltd.",
Straw Dogs,1971,R,30,Jan,113,"Crime,Drama,Thriller",Sam Peckinpah,"Dustin Hoffman, Susan George, Peter Vaughan, T.P. McKenna",A young American and his English wife come to rural England and face increasingly vicious local harassment.,English,"UK,USA",Nominated for 1 Oscar. Another 1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNDBiZGJmY2EtZTNhYi00NTM2LWE2NjQtZTAyN2RlNDM4NjEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.83,73,7.5,55525,tt0067800,Talent Associates Ltd.,
Sweet Sweetback's Baadasssss Song,1971,R,22,Mar,97,"Action,Crime,Drama,Thriller",Melvin Van Peebles,"Melvin Van Peebles, Hubert Scales, John Dullaghan, Simon Chuckster","After saving a Black Panther from some racist cops, a black male prostitute goes on the run from ""the man"" with the help of the ghetto community and some disillusioned Hells Angels.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMDY3NzU3ZWItYmFhOS00YTMwLTlhMDEtNDkwYTI0OGE0NWM3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,0.75,71,5.5,4491,tt0067810,Yeah,
A Touch of Zen,1971,Not Rated,18,Nov,200,"Action,Adventure,Drama,Thriller",King Hu,"Feng Hsu, Chun Shih, Ying Bai, Billy Chan",A lady fugitive on the run from corrupt government officials is joined in her endeavors by an unambitious painter and skilled Buddhist monks.,Mandarin,"Taiwan,HongKong",2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYmViNmFhYjEtYWRmZi00OTE1LTljYzQtZjY2MjA4NzZhODBmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,0.96,N/A,7.6,5291,tt0064451,Union Film Company,
Two-Lane Blacktop,1971,R,28,Oct,102,Drama,Monte Hellman,"James Taylor, Warren Oates, Laurie Bird, Dennis Wilson","2 men drag-racing across the U.S., in a '55 Chevy. Dennis Wilson's the mechanic, James Taylor's the driver.",English,USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZDQ4NjllMWItYWY0OS00YjlkLTkzZDgtZThhZmVlZjEyOTA3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.92,89,7.2,11111,tt0067893,Universal Pictures,
WR: Mysteries of the Organism,1971,Not Rated,10,May,84,"Comedy,Drama,Fantasy",Dusan Makavejev,"Milena Dravic, Ivica Vidovic, Jagoda Kaloper, Tuli Kupferberg","A homage to the work of psychologist Wilhelm Reich, matched with a story about a Yugoslavian girl's affair with a Russian skater. Sexual repression, social systems and the orgone theory are explored.","Serbo-Croatian,English,Russian,German","Yugoslavia,WestGermany",3 wins.,https://m.media-amazon.com/images/M/MV5BMTQ5ODM3MjY4N15BMl5BanBnXkFtZTcwMTMyMTY0MQ@@._V1_SX300.jpg,0.87,N/A,6.9,4471,tt0067958,Criterion Collection,
Walkabout,1971,GP,1,Jul,100,"Adventure,Drama",Nicolas Roeg,"Jenny Agutter, Luc Roeg, David Gulpilil, John Meillon","Two city-bred siblings are stranded in the Australian Outback, where they learn to survive with the aid of an Aboriginal boy on his ""walkabout"": a ritual separation from his tribe.","English,Aboriginal,Czech,French","UK,Australia",1 nomination.,https://m.media-amazon.com/images/M/MV5BMzI1ZjA3ZDAtYmQ4My00MzZhLWJmYjMtMzc5M2FlMDk2YzExXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.84,85,7.6,22578,tt0067959,Max L. Raab Productions,
Willy Wonka & the Chocolate Factory,1971,G,30,Jun,100,"Family,Fantasy,Musical",Mel Stuart,"Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear",A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,"English,French,German,Italian","USA,UK",Nominated for 1 Oscar. Another 2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZTllNDU0ZTItYTYxMC00OTI4LThlNDAtZjNiNzdhMWZiYjNmXkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_SX300.jpg,0.9,67,7.8,175863,tt0067992,"David L. Wolper Productions, Quaker Oats Company",
"Aguirre, the Wrath of God",1972,Not Rated,3,Apr,95,"Action,Adventure,Biography,Drama,History",Werner Herzog,"Klaus Kinski, Helena Rojo, Del Negro, Ruy Guerra","In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado.","German,Quechua,Spanish","WestGermany,Mexico,Peru",5 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMjRkY2VhYzMtZWQyNS00OTY2LWE5NTAtYjlhNmQyYzE5MmUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.96,N/A,7.9,51686,tt0068182,"Werner Herzog Filmproduktion, Hessischer Rundfunk",
The Bitter Tears of Petra von Kant,1972,Not Rated,5,Oct,124,"Drama,Romance",Rainer Werner Fassbinder,"Margit Carstensen, Hanna Schygulla, Katrin Schaake, Eva Mattes",An arrogant fashion designer falls in love with an icy beauty who wants to be a model.,German,WestGermany,3 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BYzZlMmQ1NWEtZGJiNC00MjgzLWIyMmUtZGE0YWQyOTBhNmQ5XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,0.88,N/A,7.7,8177,tt0068278,"Filmverlag der Autoren, Tango Film",
Cabaret,1972,PG,13,Feb,124,"Drama,Music,Musical",Bob Fosse,"Liza Minnelli, Michael York, Helmut Griem, Joel Grey",A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,"English,German,Hebrew,French",USA,Won 8 Oscars. Another 31 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BNTEyMzc0Mjk5MV5BMl5BanBnXkFtZTgwMjI2NDIwMTE@._V1_SX300.jpg,0.93,80,7.8,47775,tt0068327,"American Broadcasting Company (ABC), ABC Circle Films",
Cries & Whispers,1972,R,5,Mar,91,Drama,Ingmar Bergman,"Harriet Andersson, Kari Sylwan, Ingrid Thulin, Liv Ullmann","When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface.","Swedish,German,Danish",Sweden,Won 1 Oscar. Another 22 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BMTg3NzYzOTEtNmE2Ni00M2EyLWJhMjctNjMyMTk4ZTViOGUzXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_SX300.jpg,0.9,N/A,8.1,29395,tt0069467,"Cinematograph AB, Svenska Filminstitutet",
Deliverance,1972,R,18,Aug,109,"Adventure,Drama,Thriller",John Boorman,"Jon Voight, Burt Reynolds, Ned Beatty, Ronny Cox","Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.",English,USA,Nominated for 3 Oscars. Another 3 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BZjBhYzU3NWItOWZjMy00NjI5LWFmYmItZmIyOWFlMDIxMWNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.89,80,7.7,97254,tt0068473,Warner Brothers/Seven Arts,
The Discreet Charm of the Bourgeoisie,1972,PG,22,Oct,102,Comedy,Luis Buñuel,"Fernando Rey, Paul Frankeur, Delphine Seyrig, Bulle Ogier","A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.","French,Spanish","France,Italy,Spain",Won 1 Oscar. Another 7 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BYzQ5NjJiYWQtYjAzMC00NGU0LWFlMDYtNGFiYjFlMWI1NWM0XkEyXkFqcGdeQXVyODQ0OTczOQ@@._V1_SX300.jpg,0.98,93,7.9,37759,tt0068361,"Dean Film, Jet Films S.A., Greenwich Film Productions",
Fat City,1972,PG,26,Jul,96,"Drama,Sport",John Huston,"Stacy Keach, Jeff Bridges, Susan Tyrrell, Candy Clark","Two men, working as professional boxers, come to blows when their careers each begin to take opposite momentum.","English,Spanish",USA,Nominated for 1 Oscar. Another 3 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BYjQyYzQ2ZWEtZWUwZi00MDVjLTk4MzYtYTc2NmJmYTY5YzBhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1,N/A,7.3,7331,tt0068575,"Rastar Pictures, Columbia Pictures Corporation",
Frenzy,1972,R,21,Jun,116,Thriller,Alfred Hitchcock,"Jon Finch, Barry Foster, Barbara Leigh-Hunt, Anna Massey","A serial murderer is strangling women with a necktie. The London police have a suspect, but he is the wrong man.",English,UK,Nominated for 4 Golden Globes. Another 2 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTg0MTg2ODE5Ml5BMl5BanBnXkFtZTgwMzUxMDY0MTE@._V1_SX300.jpg,0.9,92,7.4,40751,tt0068611,Universal Pictures,
The Godfather,1972,R,24,Mar,175,"Crime,Drama",Francis Ford Coppola,"Marlon Brando, Al Pacino, James Caan, Richard S. Castellano",The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.,"English,Italian,Latin",USA,Won 3 Oscars. Another 26 wins & 30 nominations.,https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,0.98,100,9.2,1589401,tt0068646,Paramount Pictures,
The Heartbreak Kid,1972,PG,22,Dec,106,"Comedy,Drama,Romance",Elaine May,"Charles Grodin, Cybill Shepherd, Jeannie Berlin, Audra Lindley",A newlywed man on his honeymoon has second thoughts about his marriage and falls for a different woman.,English,USA,Nominated for 2 Oscars. Another 3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BZTFkNDRjMDMtNGI3Zi00NzNkLTg1YTMtNTBkM2I1MjkxMjk5XkEyXkFqcGdeQXVyMzU4Nzk4MDI@._V1_SX300.jpg,0.92,N/A,6.9,3893,tt0068687,Palomar Pictures,
Last Tango in Paris,1972,NC-17,7,Feb,129,"Drama,Romance",Bernardo Bertolucci,"Marlon Brando, Maria Schneider, Maria Michi, Giovanna Galletti",A young Parisian woman meets a middle-aged American businessman who demands their clandestine relationship be based only on sex.,"English,French","France,Italy",Nominated for 2 Oscars. Another 7 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMGZkMTlhYjMtNTg2YS00M2NlLTgwNjQtZDZjMzk5ODY4NmYxXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_SX300.jpg,0.83,77,7,49230,tt0070849,N/A,
Pink Flamingos,1972,NC-17,1,Oct,93,"Comedy,Crime",John Waters,"Divine, David Lochary, Mary Vivian Pearce, Mink Stole","Notorious Baltimore criminal and underground figure Divine goes up against a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive"".",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYjc2NTM3ZTEtYzc0ZC00NjQ4LTk3MzktN2I4OWE1NTU3ZDFmXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,0.8,47,6.1,21546,tt0069089,N/A,
Red Psalm,1972,N/A,9,Mar,87,"Drama,Musical,War",Miklós Jancsó,"Andrea Drahota, Gyöngyi Bürös, Erzsi Cserhalmi, Mari Csomós","Set in the 1890s on the Hungarian plains, a group of farm workers go on strike in-which they face harsh reprisals and the reality of revolt, oppression, morality and violence.","Hungarian,English,Latin",Hungary,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYjlkZWIzNzYtMTA0ZC00MDA2LWE5MTgtNGNhNjBlOGNlODBmXkEyXkFqcGdeQXVyMjU4OTI3OA@@._V1_SX300.jpg,N/A,N/A,6.9,1246,tt0067467,N/A,
